Contact_Type,spcd,field,Fed,age,year,month,day,Location_Description
Capture,HERG,V71,1987-10877,Chick,2012,7,19,Founders
Capture,HERG,V72,1987-10878,Chick,2012,7,19,PK - Radar Tower
Capture,HERG,V73,1987-10879,Chick,2012,7,19,PK - Radar Tower
Capture,HERG,V74,1987-10880,Chick,2012,7,19,PK - Radar Tower
Capture,HERG,V75,1987-10881,Chick,2012,7,19,PK - Radar Tower
Capture,HERG,V76,1987-10882,Chick,2012,7,19,PK - Radar Tower
Capture,HERG,V77,1987-10883,Chick,2012,7,19,Road: Kiggins to Bartels
Capture,HERG,V78,1767-20306,Chick,2012,7,20,Herring Gull Ghetto
Capture,HERG,V79,1767-20314,Chick,2012,7,20,Herring Gull Ghetto
Capture,HERG,V80,1987-10887,Chick,2012,7,20,Herring Gull Ghetto
Capture,HERG,V81,1767-20287,Chick,2012,7,20,Herring Gull Ghetto
Capture,HERG,V82,1987-10889,Chick,2012,7,20,Herring Gull Ghetto
Capture,HERG,V83,1987-10890,Chick,2012,7,20,Herring Gull Ghetto
Capture,HERG,V84,1987-10891,Chick,2012,7,20,Gerry's Ridge
Capture,HERG,V85,1987-10892,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V86,1987-10894,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V87,1987-10895,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V88,1987-10896,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V89,1987-10897,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V90,1987-10898,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V91,1987-10899,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V92,1987-10900,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V93,1987-10733,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V94,1987-10734,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V95,1767-20308,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V96,1767-20309,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V97,1987-10893,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,V98,1987-10737,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X01,1987-10884,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X02,1987-10739,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X03,1987-10740,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X04,1987-10741,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X05,1987-10742,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X06,1987-10743,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,X07,1987-10744,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,X08,1987-10745,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,X09,1987-10746,Chick,2012,7,20,FMS Transect 28
Capture,HERG,X10,1987-10747,Chick,2012,7,20,FMS Transect 28
Capture,HERG,X11,1987-10748,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,X12,1987-10749,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,X17,1767-20311,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,X18,1987-10885,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,X19,1987-10888,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,X20,1987-10754,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,X21,1987-10755,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X22,1987-10756,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X23,1987-10757,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X24,1987-10758,Chick,2012,7,20,Herring Gull Canyon
Capture,HERG,X25,1987-10759,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X26,1987-10760,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X27,1987-10761,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X28,1987-10762,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X29,1987-10763,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X30,1987-10764,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X31,1987-10765,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X32,1987-10766,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X33,1987-10767,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X34,1987-10768,Chick,2012,7,20,FMS Transect 22
Capture,HERG,X35,1987-10736,Chick,2012,7,20,Kiggins Commons
Capture,HERG,X36,1987-10735,Chick,2012,7,20,Ross's Pole Barn
Capture,HERG,X37,1987-10769,Chick,2012,7,20,Ross's Pole Barn
Capture,HERG,X38,1987-10770,Chick,2012,7,20,Sandpiper Beach
Capture,HERG,X39,1987-10771,Chick,2012,7,20,Larus Ledge
Capture,HERG,X40,1987-10772,Chick,2012,7,20,Larus Ledge
Capture,HERG,X41,1987-10773,Chick,2012,7,20,SML Dock
Capture,HERG,X42,1987-10774,Chick,2012,7,20,FMS Transect 28
Capture,HERG,X43,1987-10775,Chick,2012,7,20,FMS Transect 28
Capture,HERG,X44,1987-10776,Chick,2012,7,20,FMS Transect 28
Capture,HERG,X45,1987-10777,Chick,2012,7,20,FMS Transect 28
Capture,HERG,X46,1987-10778,Chick,2012,7,20,PK - Radar Tower
Capture,HERG,X47,1987-10779,Chick,2012,7,20,Dorm 1
Capture,HERG,X48,1987-10780,Chick,2012,7,20,Trail: PK to Laighton
Capture,HERG,V00,1987-10738,Chick,2012,7,21,Road: Kiggins to Bartels
Capture,HERG,X00,1987-10901,Chick,2012,7,21,Norwegian Cove
Capture,HERG,X49,1987-10781,Chick,2012,7,21,Broad Cove
Capture,HERG,X50,1987-10782,Chick,2012,7,21,Norwegian Cove
Capture,HERG,X51,1987-10783,Chick,2012,7,21,Norwegian Cove
Capture,HERG,X52,1987-10784,Chick,2012,7,21,Norwegian Cove
Capture,HERG,X53,1987-10785,Chick,2012,7,21,Trail: PK to Laighton
Capture,HERG,X54,1987-10786,Chick,2012,7,21,Kiggins Commons
Capture,HERG,X55,1987-10787,Chick,2012,7,21,PK - Radar Tower
Capture,HERG,X67,1987-10731,Chick,2012,7,21,Ross's Pole Barn
Capture,HERG,X70,1987-10905,Chick,2012,7,21,PK - Radar Tower
Capture,HERG,X71,1987-10906,Chick,2012,7,21,PK - Radar Tower
Capture,HERG,X79,1987-10914,Chick,2012,7,21,PK - Radar Tower
Capture,HERG,X13,1987-10750,Chick,2012,7,22,Wastewater Treatment
Capture,HERG,X14,1987-10751,Chick,2012,7,22,Ross's Pole Barn
Capture,HERG,X15,1987-10752,Chick,2012,7,22,Ross's Pole Barn
Capture,HERG,X16,1987-10753,Chick,2012,7,22,Ross's Pole Barn
Capture,HERG,X56,1987-10788,Chick,2012,7,22,Road: SML Dock to High Tide Pier
Capture,HERG,X57,1987-10789,Chick,2012,7,22,Road: SML Dock to High Tide Pier
Capture,HERG,X77,1987-10912,Adult,2013,5,16,Bartels
Capture,HERG,X78,1987-10913,Adult,2013,5,16,Trail: Bartels to Bench
Capture,HERG,X58,1987-10790,Chick,2013,7,11,Kiggins Commons
Capture,HERG,X59,1987-10791,Chick,2013,7,11,FMS Transect 5
Capture,HERG,X60,1987-10792,Chick,2013,7,11,Kiggins Commons
Capture,HERG,X61,1987-10793,Chick,2013,7,11,Ross's Pole Barn
Capture,HERG,X63,1987-10795,Chick,2013,7,11,Larus Ledge
Capture,HERG,X64,1987-10796,Chick,2013,7,11,Kiggins Commons
Capture,HERG,X65,1987-10797,Chick,2013,7,11,Kiggins Commons
Capture,HERG,X66,1987-10798,Chick,2013,7,11,Ross's Pole Barn
Capture,HERG,X68,1987-10903,Chick,2013,7,11,Ross's Pole Barn
Capture,HERG,X69,1987-10904,Chick,2013,7,11,Ross's Pole Barn
Capture,HERG,X72,1987-23520,Chick,2013,7,11,Sandpiper Beach
Capture,HERG,X73,1987-10908,Chick,2013,7,11,Larus Ledge
Capture,HERG,X74,1987-10909,Chick,2013,7,11,Road: SML Dock to High Tide Pier
Capture,HERG,X75,1987-10910,Chick,2013,7,11,FMS Transect 4
Capture,HERG,X76,1987-10911,Chick,2013,7,11,Road: SML Dock to High Tide Pier
Capture,HERG,X92,1987-23514,Chick,2013,7,11,Larus Ledge
Capture,HERG,X93,1987-23515,Chick,2013,7,11,Sandpiper Beach
Capture,HERG,V99,1987-23588,Chick,2013,7,12,Kiggins Commons
Capture,HERG,X80,1987-23502,Chick,2013,7,12,Dorm 2
Capture,HERG,X81,1987-23503,Chick,2013,7,12,Road: Laighton to Kiggins
Capture,HERG,X82,1987-23504,Chick,2013,7,12,Dorm 2
Capture,HERG,X83,1987-23505,Chick,2013,7,12,Laighton
Capture,HERG,X84,1987-23506,Chick,2013,7,12,Wastewater Treatment
Capture,HERG,X85,1987-23507,Chick,2013,7,12,Trail: Bartels to Bench
Capture,HERG,X86,1987-23509,Chick,2013,7,12,Wastewater Treatment
Capture,HERG,X87,1987-23508,Chick,2013,7,12,Dorm 1
Capture,HERG,X88,1987-23510,Chick,2013,7,12,Dorm 1
Capture,HERG,X89,1987-23511,Chick,2013,7,12,Laighton
Capture,HERG,X90,1987-23512,Chick,2013,7,12,Herring Gull Ghetto
Capture,HERG,X91,1987-23541,Chick,2013,7,12,Trail: Bartels to Bench
Capture,HERG,Y01,1987-23521,Chick,2013,7,12,Herring Gull Canyon
Capture,HERG,Y02,1987-23517,Chick,2013,7,12,Herring Gull Canyon
Capture,HERG,Y03,1987-23518,Chick,2013,7,12,Herring Gull Canyon
Capture,HERG,Y04,1987-23524,Chick,2013,7,12,Herring Gull Canyon
Capture,HERG,Y05,1987-23525,Chick,2013,7,12,Herring Gull Canyon
Capture,HERG,Y07,1987-23522,Chick,2013,7,12,Herring Gull Canyon
Capture,HERG,Y08,1987-10907,Chick,2013,7,12,Founders
Capture,HERG,Y13,1987-23519,Chick,2013,7,12,Founders
Capture,HERG,Y14,1987-23523,Chick,2013,7,12,Herring Gull Canyon
Capture,HERG,Y19,1987-23535,Chick,2013,7,12,Herring Gull Canyon
Capture,HERG,Y20,1987-23534,Chick,2013,7,12,Herring Gull Canyon
Capture,HERG,Y22,1987-23516,Chick,2013,7,12,Herring Gull Ghetto
Capture,HERG,Y26,1987-23539,Chick,2013,7,12,Bartels
Capture,HERG,Y27,1987-23513,Chick,2013,7,12,Bartels
Capture,HERG,Y28,1987-23542,Chick,2013,7,12,Bartels
Capture,HERG,Y29,1987-23589,Chick,2013,7,12,Laighton
Capture,HERG,Y31,1987-23598,Chick,2013,7,12,Kiggins Commons
Capture,HERG,Y32,1987-23593,Chick,2013,7,12,Founders
Capture,HERG,Y47,1987-23586,Chick,2013,7,12,Laighton
Capture,HERG,Y48,1987-23587,Chick,2013,7,12,Laighton
Capture,HERG,Y49,1987-23590,Chick,2013,7,12,Laighton
Capture,HERG,Y50,1987-10799,Chick,2013,7,12,Founders
Capture,HERG,NA,1987-23501,Chick,2013,7,12,Bartels
Capture,HERG,Y06,1987-23591,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y09,1987-10794,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y10,1987-23526,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y11,1987-23529,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y12,1987-23528,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y15,1987-23527,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y16,1987-23530,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y17,1987-23531,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y18,1987-23599,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y21,1987-23592,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y23,1987-23536,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y24,1987-23532,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y25,1987-23538,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y30,1987-23594,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y33,1987-23595,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y34,1987-23597,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y35,1987-23596,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y36,1987-23533,Chick,2013,7,13,Bartels
Capture,HERG,Y37,1987-23540,Chick,2013,7,13,Dorm 1
Capture,HERG,Y38,1987-23543,Chick,2013,7,13,Dorm 1
Capture,HERG,Y39,1987-23544,Chick,2013,7,13,Herring Gull Canyon
Capture,HERG,Y40,1987-23545,Chick,2013,7,13,Founders
Capture,HERG,Y41,1987-23546,Chick,2013,7,13,Bartels
Capture,HERG,Y42,1987-23547,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y43,1987-23548,Chick,2013,7,13,Herring Gull Canyon
Capture,HERG,Y45,1987-23550,Chick,2013,7,13,Dorm 2
Capture,HERG,Y46,1987-23551,Chick,2013,7,13,Dorm 2
Capture,HERG,Y51,1987-23552,Chick,2013,7,13,Dorm 2
Capture,HERG,Y52,1987-23553,Chick,2013,7,13,Herring Gull Canyon
Capture,HERG,Y53,1987-23554,Chick,2013,7,13,FMS Transect 22
Capture,HERG,Y54,1987-23555,Chick,2013,7,13,Dorm 2
Capture,HERG,Y55,1987-23319,Chick,2013,7,13,Norwegian Cove
Capture,HERG,Y56,1987-23320,Chick,2013,7,13,Norwegian Cove
Capture,HERG,Y57,1987-23321,Chick,2013,7,13,Norwegian Cove
Capture,HERG,Y58,1987-23322,Chick,2013,7,13,Norwegian Cove
Capture,HERG,Y59,1987-23323,Chick,2013,7,13,Norwegian Cove
Capture,HERG,Y60,1987-23324,Chick,2013,7,13,Norwegian Cove
Capture,HERG,Y61,1987-23325,Chick,2013,7,13,Norwegian Cove
Capture,HERG,Y62,1987-23326,Chick,2013,7,13,Norwegian Cove
Capture,HERG,Y63,1987-23327,Chick,2013,7,13,Norwegian Cove
Capture,HERG,Y64,1987-23328,Chick,2013,7,13,Norwegian Cove
Capture,HERG,U08,1987-23341,Chick,2013,7,14,Laighton
Capture,HERG,Y65,1987-23329,Chick,2013,7,14,Founders
Capture,HERG,Y66,1987-23330,Chick,2013,7,14,Founders
Capture,HERG,Y67,1987-23331,Chick,2013,7,14,Kiggins Commons
Capture,HERG,Y68,1987-23332,Chick,2013,7,14,Norwegian Cove
Capture,HERG,Y80,1987-23311,Chick,2013,7,14,Kiggins Commons
Capture,HERG,Y83,1987-23314,Chick,2013,7,14,Norwegian Cove
Capture,HERG,Y89,1987-23333,Chick,2013,7,14,Norwegian Cove
Capture,HERG,Y90,1987-23334,Chick,2013,7,14,Norwegian Cove
Capture,HERG,Y92,1987-23336,Chick,2013,7,14,Norwegian Cove
Capture,HERG,Y93,1987-23337,Chick,2013,7,14,Norwegian Cove
Capture,HERG,Y94,1987-23338,Chick,2013,7,14,Norwegian Cove
Capture,HERG,Y95,1987-23339,Chick,2013,7,14,Norwegian Cove
Capture,HERG,Y96,1987-23340,Chick,2013,7,14,Laighton
Capture,HERG,Y97,1987-23335,Chick,2013,7,14,Norwegian Cove
Capture,HERG,Y98,1987-23342,Chick,2013,7,14,Founders
Capture,HERG,Z02,1987-23558,Chick,2013,7,14,FMS Transect 28
Capture,HERG,Z03,1987-23559,Chick,2013,7,14,FMS Transect 28
Capture,HERG,Z04,1987-23560,Chick,2013,7,14,FMS Transect 28
Capture,HERG,Z05,1987-23561,Chick,2013,7,14,FMS Transect 28
Capture,HERG,Z06,1987-23562,Chick,2013,7,14,FMS Transect 28
Capture,HERG,Z07,1987-23563,Chick,2013,7,14,Ross's Pole Barn
Capture,HERG,Z08,1987-23564,Chick,2013,7,14,FMS Transect 28
Capture,HERG,Z09,1987-23565,Chick,2013,7,14,Trail: K-House to Smith's Cove
Capture,HERG,Z10,1987-23566,Chick,2013,7,14,SML Dock
Capture,HERG,Z11,1987-23567,Chick,2013,7,14,SML Dock
Capture,HERG,Z12,1987-23571,Chick,2013,7,14,Hamilton
Capture,HERG,Z14,1987-23570,Chick,2013,7,14,FMS Transect 28
Capture,HERG,Z15,1987-23568,Chick,2013,7,14,Hamilton
Capture,HERG,Y69,1987-10800,Chick,2013,7,15,Trail: Grass Lab to Devil's Dance Floor
Capture,HERG,Y88,1987-23318,Chick,2013,7,15,Road: Kiggins to Bartels
Capture,HERG,Z01,1987-23557,Chick,2013,7,15,Road: Kiggins to Bartels
Capture,HERG,Z13,1987-23569,Chick,2013,7,15,Road: Kiggins to Bartels
Capture,HERG,Z16,1987-23358,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z17,1987-23343,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z18,1987-23344,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z19,1987-23345,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z20,1987-23346,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z21,1987-23347,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z22,1987-23348,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z23,1987-23350,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z24,1987-23351,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z25,1987-23352,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z26,1987-23353,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z27,1987-23576,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z28,1987-23575,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z29,1987-23573,Chick,2013,7,15,Dorm 1
Capture,HERG,Z30,1987-23582,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z31,1987-23581,Chick,2013,7,15,Dorm 1
Capture,HERG,Z32,1987-23580,Chick,2013,7,15,Dorm 1
Capture,HERG,Z33,1987-23574,Chick,2013,7,15,PK - Radar Tower
Capture,HERG,Z34,1987-23579,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z35,1987-23578,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z36,1987-23577,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z37,1987-23572,Chick,2013,7,15,Bartels
Capture,HERG,Z38,1987-23600,Chick,2013,7,15,Bartels
Capture,HERG,Z39,1987-23354,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z40,1987-23583,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z41,1987-23585,Chick,2013,7,15,Dorm 2
Capture,HERG,Z42,1987-23349,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z43,1987-23584,Chick,2013,7,15,Trail: Crystal Lake Trail
Capture,HERG,Z44,1987-23355,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z45,1987-23356,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z46,1987-23357,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z47,1987-23369,Chick,2013,7,15,"Siren's Cove, Ridge, and Trail"
Capture,HERG,Z48,1987-23360,Chick,2013,7,15,"Siren's Cove, Ridge, and Trail"
Capture,HERG,Z49,1987-23361,Chick,2013,7,15,FMS Transect 13
Capture,HERG,Z50,1987-23362,Chick,2013,7,15,FMS Transect 13
Capture,HERG,Z51,1987-23363,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z52,1987-23364,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z53,1987-23365,Chick,2013,7,15,"Siren's Cove, Ridge, and Trail"
Capture,HERG,Z54,1987-23366,Chick,2013,7,15,FMS Transect 13
Capture,HERG,Z55,1987-23367,Chick,2013,7,15,FMS Transect 13
Capture,HERG,Z56,1987-23368,Chick,2013,7,15,FMS Transect 13
Capture,HERG,Z57,1987-23359,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z58,1987-23370,Chick,2013,7,15,FMS Transect 13
Capture,HERG,Z59,1987-23371,Chick,2013,7,15,FMS Transect 13
Capture,HERG,Z60,1987-23372,Chick,2013,7,15,FMS Transect 13
Capture,HERG,Z61,1987-23373,Chick,2013,7,15,FMS Transect 13
Capture,HERG,Z62,1987-23374,Chick,2013,7,15,Road: Kiggins to Bartels
Capture,HERG,Z64,1987-23376,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z65,1987-23377,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z66,1987-23378,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z67,1987-23379,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z68,1987-23380,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z69,1987-23381,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z70,1987-23382,Chick,2013,7,15,Norwegian Cove
Capture,HERG,Z71,1987-23384,Chick,2013,7,15,FMS Transect 14
Capture,HERG,Z74,1987-23387,Chick,2013,7,15,FMS Transect 14
Capture,HERG,U01,1987-23395,Chick,2013,7,16,North Head
Capture,HERG,U02,1987-23393,Chick,2013,7,16,North Head
Capture,HERG,U06,1987-23389,Chick,2013,7,16,North Head
Capture,HERG,U07,1987-23383,Chick,2013,7,16,North Head
Capture,HERG,Y70,1987-23301,Chick,2013,7,16,Trail: Bartels to Bench
Capture,HERG,Y71,1987-23302,Chick,2013,7,16,Stone Bench
Capture,HERG,Y72,1987-23303,Chick,2013,7,16,Stone Bench
Capture,HERG,Y73,1987-23304,Chick,2013,7,16,Gerry's Ridge
Capture,HERG,Y74,1987-23305,Chick,2013,7,16,Gerry's Ridge
Capture,HERG,Y75,1987-23306,Chick,2013,7,16,Gerry's Ridge
Capture,HERG,Y76,1987-23307,Chick,2013,7,16,Gerry's Ridge
Capture,HERG,Y77,1987-23308,Chick,2013,7,16,Gerry's Ridge
Capture,HERG,Y78,1987-23309,Chick,2013,7,16,Gerry's Ridge
Capture,HERG,Y79,1987-23310,Chick,2013,7,16,Gerry's Ridge
Capture,HERG,Y81,1987-23312,Chick,2013,7,16,Gerry's Ridge
Capture,HERG,Y82,1987-23313,Chick,2013,7,16,Herring Gull Canyon
Capture,HERG,Y84,1987-23315,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Y85,1987-23316,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Y86,1987-23317,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Y87,1987-23537,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Y91,1987-23556,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Z00,1987-23391,Chick,2013,7,16,North Head
Capture,HERG,Z63,1987-23375,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Z72,1987-23385,Chick,2013,7,16,North Head
Capture,HERG,Z73,1987-23386,Chick,2013,7,16,North Head
Capture,HERG,Z76,1987-10928,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Z77,1987-10929,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Z78,1987-10930,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Z79,1987-10931,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Z80,1987-10932,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Z81,1987-10927,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Z82,1987-10926,Chick,2013,7,16,FMS Transect 21
Capture,HERG,Z83,1987-10925,Chick,2013,7,16,Devil's Glen Ledge
Capture,HERG,Z84,1987-10924,Chick,2013,7,16,Devil's Glen Ledge
Capture,HERG,Z85,1987-10923,Chick,2013,7,16,Devil's Glen Ledge
Capture,HERG,Z86,1987-10922,Chick,2013,7,16,Devil's Glen Ledge
Capture,HERG,Z87,1987-10916,Chick,2013,7,16,Devil's Glen Ledge
Capture,HERG,Z88,1987-10917,Chick,2013,7,16,Devil's Glen Ledge
Capture,HERG,Z89,1987-10918,Chick,2013,7,16,FMS Transect 22
Capture,HERG,Z90,1987-10919,Chick,2013,7,16,FMS Transect 22
Capture,HERG,Z91,1987-10920,Chick,2013,7,16,FMS Transect 22
Capture,HERG,Z92,1987-10921,Chick,2013,7,16,Laighton
Capture,HERG,Z93,1987-10915,Chick,2013,7,16,North Head
Capture,HERG,Z94,1987-23400,Chick,2013,7,16,North Head
Capture,HERG,Z95,1987-23399,Chick,2013,7,16,North Head
Capture,HERG,Z96,1987-23398,Chick,2013,7,16,North Head
Capture,HERG,Z97,1987-23397,Chick,2013,7,16,North Head
Capture,HERG,Z98,1987-23396,Chick,2013,7,16,FMS Transect 22
Capture,HERG,Z99,1987-23394,Chick,2013,7,16,North Head
Capture,HERG,U04,1987-10941,Adult,2014,5,27,Laighton
Capture,HERG,U05,1987-23390,Adult,2014,5,27,Kiggins Commons
Capture,HERG,U10,1987-10940,Adult,2014,5,27,Laighton
Capture,HERG,U03,1987-23392,Adult,2014,5,29,Road: Kiggins to Bartels
Capture,HERG,U09,1987-10939,Adult,2014,5,29,Bartels
Capture,HERG,U11,2007-00158,Adult,2014,5,29,Hamilton
Capture,HERG,U12,2007-00156,Adult,2014,5,29,Founders
Capture,HERG,U13,2007-00155,Adult,2014,5,29,Laighton
Capture,HERG,U18,2007-00157,Adult,2014,5,29,Road: Kiggins to Bartels
Capture,HERG,U14,2007-00190,Adult,2014,5,30,FMS Transect 28
Capture,HERG,U15,2007-00189,Adult,2014,5,30,FMS Transect 28
Capture,HERG,U16,2007-00188,Adult,2014,5,30,Bartels
Capture,HERG,U17,2007-00187,Adult,2014,5,30,Road: SML Dock to High Tide Pier
Capture,HERG,U37,2007-00186,Adult,2014,5,30,Road: SML Dock to High Tide Pier
Capture,HERG,U19,2007-00168,Adult,2014,5,31,Hamilton
Capture,HERG,U20,2007-00167,Adult,2014,5,31,Larus Ledge
Capture,HERG,U21,2007-00166,Adult,2014,5,31,Larus Ledge
Capture,HERG,U22,2007-00165,Adult,2014,5,31,North Head
Capture,HERG,U23,2007-00164,Adult,2014,5,31,North Head
Capture,HERG,U38,2007-00185,Adult,2014,5,31,Laighton
Capture,HERG,U39,2007-00184,Adult,2014,5,31,Road: SML Dock to High Tide Pier
Capture,HERG,U40,2007-00183,Adult,2014,5,31,FMS Transect 5
Capture,HERG,U41,2007-00182,Adult,2014,5,31,Sandpiper Beach
Capture,HERG,U42,2007-00154,Adult,2014,5,31,Founders
Capture,HERG,U43,2007-00152,Adult,2014,5,31,Kiggins Commons
Capture,HERG,U44,2007-00170,Adult,2014,5,31,FMS Transect 5
Capture,HERG,U45,2007-00169,Adult,2014,5,31,Hamilton
Capture,HERG,Z75,1987-23388,Adult,2014,5,31,Kiggins Commons
Capture,HERG,U24,2007-00199,Adult,2014,6,1,Trail: Bartels to Bench
Capture,HERG,U25,2007-00172,Adult,2014,6,1,North Head
Capture,HERG,U26,2007-00174,Adult,2014,6,1,"Siren's Cove, Ridge, and Trail"
Capture,HERG,U27,2007-00198,Adult,2014,6,1,Bartels
Capture,HERG,U28,2007-00175,Adult,2014,6,1,Bartels
Capture,HERG,U29,2007-00176,Adult,2014,6,1,Trail: Grass Lab to Devil's Dance Floor
Capture,HERG,U30,2007-00162,Adult,2014,6,1,Bartels
Capture,HERG,U31,2007-00161,Adult,2014,6,1,Herring Gull Canyon
Capture,HERG,U36,2007-00171,Adult,2014,6,1,North Head
Capture,HERG,NA,2007-00163,Adult,2014,6,1,Trail: Grass Lab to Devil's Dance Floor
Capture,HERG,U32,2007-00177,Chick,2014,7,14,Larus Ledge
Capture,HERG,U33,2007-00178,Chick,2014,7,14,Larus Ledge
Capture,HERG,U34,2007-00179,Chick,2014,7,14,Larus Ledge
Capture,HERG,U35,2007-00180,Chick,2014,7,14,Larus Ledge
Capture,HERG,U46,1987-10933,Chick,2014,7,14,FMS Transect 5
Capture,HERG,U47,1987-10987,Chick,2014,7,14,Kiggins Commons
Capture,HERG,U48,1987-10947,Chick,2014,7,14,FMS Transect 5
